Name,,PrepTime,TotalTime,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredient,AggregatedRating,ReviewCount,Calories,FatContent,,,,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions,CookTimeInMinutes
Tiny Chocolate Cones,,PT0S,PT0S,"My neighbour made these for her little boy's birthday, they were a great hit, she left out the nuts and mixed in Hundreds and Thousands.",character(0),Dessert,"c(""Kid Friendly"", ""Microwave"", ""< 15 Mins"", ""Easy"")","c(""125"", ""30"", ""2"", ""1/2"", ""1/2"")","c(""dark cooking chocolate"", ""butter"", ""vanilla"")",4.63201371,0,64.6,6.8,,,,2.4,1.3,0.2,1.1,1,1,"c(""To make the cones:- Cut twenty-five 9cm foil squares."", ""Fold each diagolly in half to make a triangle.  Hold each triangle with the long side towards you."", ""Bring lower right point over to meet top point.  Roll left side of foil around right side to form a cone with a tight point at the bottom; secure with tape.  Repeat with the other squares."", ""Place chocolate and butter in a medium bowl."", ""Heat, covered on HIGH 2 - 2 1/2 minutes, or until melted."", ""Remove from microwave and stir until smooth."", 
""Stir in cream and vanilla."", ""Set the bowl over iced water; beat mixture until fluffy."", ""Fold in nuts, keeping 1 Tbsp."", ""Spoon the mixture in a  piping bag fitted with a medium star tube; pipe into foil cones."", ""Sprinkle with reserved nuts."", ""Put in the refrigerator for a least 1 hour or until set. Cheers,  Doreen Doreen Randal,  Wanganui."", ""New Zealand."")",0
Noodles Romanoff with Sour Cream,,PT15M,PT55M,Make and share this Noodles Romanoff with Sour Cream recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/84/picuqyLVa.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/84/picw3WqxX.jpg"")",< 60 Mins,"""Easy""","c(""1"", ""1"", ""2"", , , , ""1"", ""1/2"")","c(""cottage cheese"", ""sour cream"", ""onion"", ""garlic"", ""Worcestershire sauce"", ""Tabasco sauce"", ""salt"")",5,3,166.7,10.2,,,,11.6,0.4,0.4,7.4,6,1,"c(""Preheat oven to 350F and lightly grease an 8\"" casserole dish."", ""Mix ingredients together gently."", ""Season with minced onion, garlic, a little Worcestershire sauce, a dash of Tabasco sauce and salt."", ""Place in casserole dish and sprinkle with grated cheese."", ""Bake 40 minutes."")",40
Monday Casserole,,PT15M,PT1H15M,Make and share this Monday Casserole recipe from Food.com.,character(0),< 15 Mins,"""Oven""","c(""400"", ""1/2"", ""1"", ""1/4"", ""2"", ""1/4"", ""1"", ""100"", , ""8"", ""4"", ""1 -2"", ""4"", ""1"")","c(""egg"", ""milk"", ""parsley"", ""dried sage"", ""garlic clove"", ""mushrooms"", ""salt"", ""bacon"", ""potatoes"", ""butter"", ""tomatoes"", ""cheese"")",4.63201371,0,477.7,27.1,,,,39.4,5.3,4.2,20,8,1,"c(""Combine the mince, breadcrumbs, egg, milk parsley, sage, garlic, mushrooms, salt and pepper."", ""Mix thoroughly."", ""Form into eight sausage shapes."", ""Wrap each in a rasher of bacon and set aside. Place potato slices in well greased rectangular or oval ovenproof dish."", ""Season with salt and pepper."", ""Brush the potatoes with melted butter."", ""Arrange the meat rolls down the centre of the dish and cover."", ""Cook in a preheated oven at 200 C for 30-40 minutes."", ""Cut tomatoes in half and place around the edge of dish."", 
""Sprinkle the grated cheese over the  top of  meat rolls and tomatoes."", ""Return to oven and cook uncovered for a further 10-15 minutes or until potatoes are tender and cheese is golden brown."", ""** Cheers,  Doreen Doreen Randal,  Wanganui."", ""New Zealand."")",60
Chunky Chili Taco Soup,,PT0S,PT0S,Make and share this Chunky Chili Taco Soup recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/86/hAepqeiETj2yMzXsKWzt_Evi-Abeler-Photography_food-2017-10-020054.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/86/h2lT5svTliSmmEmOLSir_Evi-Abeler-Photography_food-2017-10-020057.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/86/L301nb9ATS2Ln9Nhheci_Evi-Abeler-Photography_food-2017-10-020053.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/86/MFpecp6kTbaCp9yE9v3I-TacoSoup10-21-13-9062.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/86/O0wjUiEuTXqniO8JvrXc-TacoSoup10-19-13-9039.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/86/picdaJzX5.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/86/picfRt2KS.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/86/picoR8r9v.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/86/picsbdERJ.jpg"")",Black Beans,"c(""Beans"", ""Meat"", ""Mexican"", ""< 15 Mins"")","c(""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2"", , )","c(""ground beef"", ""onion"", ""tomatoes"", ""pinto beans"", ""black beans"", ""Rotel tomatoes & chilies"", ""Old El Paso tomatoes & chilies"", ""kidney beans"", ""white shoepeg corn"", ""tortilla chips"")",5,57,333.5,12.4,,,,33.3,9.6,3.1,23.7,12,1,"c(""Brown meat and onions."", ""Add remaining ingredients, except cheese and chips."", ""If soup seems too thick, add 1 cup water."", ""Simmer, covered for 30 to 45 minutes."", ""Spoon into bowls."", ""Sprinkle cheese and chips on top."", ""Serve while hot."")",0
Hot Artichoke Dip,,PT5M,PT45M,Make and share this Hot Artichoke Dip recipe from Food.com.,character(0),Vegetable,"c(""High In..."", ""< 60 Mins"", ""Oven"", ""Easy"")","c(""8 1/2"", ""1"", ""1"", ""2"", ""1"", ""1"")","c(""artichoke hearts"", ""mayonise"", ""fresh parmesan cheese"", ""Worcestershire sauce"", ""onion"", ""ground pepper"")",5,17,369.3,27,,,,22.4,5.2,4.6,11.9,1,1,"c(""Mix all ingredients together and refrigerate overnight."", ""Preheat oven to 350°F."", ""Bake in a small greased casserole dish for 30 -35 minutes."", ""Serve with your favorite crackers."")",40
Sweetheart  Apple Crisp for Two,,PT15M,PT40M,Make and share this Sweetheart  Apple Crisp for Two recipe from Food.com.,character(0),Dessert,"c(""Apple"", ""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Oven"", ""Easy"")","c(""2"", , , ""1"", ""1/3"", ""2"", ""1"", , )","c(""apples"", ""cinmon"", ""nutmeg"", ""honey"", ""whole wheat flour"", ""honey"", ""real vanilla extract"", ""French vanilla ice cream"")",3,2,170.4,0.6,,,,40.6,5.5,21.9,3.1,2,1,"c(""Add apples to an oven proof baking dish."", ""Sprinkle with cinmon and nutmeg to taste."", ""Next, drizzle the 1 teaspoon honey over the top of the apples and seasonings."", ""TOPPING:"", ""Mix together the whole wheat flour, honey, and real vanilla extract."", ""Spread topping mixture over the apples, seasonings and honey."", ""Place in 300 degree Fahrenheit oven and bake until a toothpick comes out clean."", ""Great with French vanilla ice cream or topped with whipped cream."")",25
Jewish Apple Cake,,PT20M,PT1H20M,Make and share this Jewish Apple Cake recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/89/picTj0zBw.jpg""",Dessert,"c(""Apple"", ""Fruit"", ""European"", ""Oven"", ""< 4 Hours"")","c(""3"", ""2 1/2"", ""3"", ""1/2"", ""1"", ""2 1/2"", ""4"", ""1/2"", ""4"", ""4"", ""5"")","c(""unsifted all-purpose flour"", ""sugar"", ""baking powder"", ""salt"", ""real vanilla"", ""eggs"", ""apples"", ""cinmon"", ""sugar"")",5,14,792.5,30.3,,,,125,4.7,83.4,8.4,1,1,"c(""Beat together until smooth--flour, 2 1/2 cups of sugar, baking powder, salt, vanilla, oil, eggs, and juice. Then in a separate bowl, mix apples, cinmon, and sugar."", ""Layer the batter and apples in a greased tube pan."", ""**pour some batter--then layer it with apples--then switch back and forth until it is all used up**."", ""Bake in oven at 350° for 1 1/2 hours to 1 3/4 hours."")",60
Spumoni Slices (Neapolitan Cookies),,PT0S,PT5M,Make and share this Spumoni Slices (Neapolitan Cookies) recipe from Food.com.,character(0),Dessert,"c(""Cookie & Brownie"", ""Fruit"", ""European"", ""< 15 Mins"", ""Oven"")","c(""1"", ""1 1/2"", ""1"", ""1"", ""2 1/2"", ""2"", ""1/2"", ""3 -5"", ""1/4"", ""1/2"", ""3 -5"")","c(""butter"", ""margarine"", ""confectioners' sugar"", ""egg"", ""vanilla extract"", ""flour"", ""pecans"")",4.63201371,1,50,3,,,,5.5,0.2,2.5,0.6,1,1,"c(""In a mixing bowl, cream butter and sugar."", ""Beat in egg and vanilla."", ""Gradually add flour and mix well."", ""Divide dough into three portions."", ""Stir chocolate into one portion; mix well."", ""Add pecans and green food coloring to the second portion."", ""Add cherries, almond extract and red food coloring to the third."", ""Roll each portion between two pieces of waxed paper into and 8x6-inch rectangle.  Remove waxed paper."", ""Place chocolate rectangle on a piece of plastic wrap."", ""Top with the green and pink rectangles; press together lightly."", 
""Wrap with plastic wrap and chill overnight.  Cut chilled dough in half lengthwise. Return one rectangle to the refrigerator."", ""Cut remaining rectangle into 1/8 inch slices."", ""Place 1 inch apart on ungreased baking sheets."", ""Bake at 375 for 5-7 minutes or until set.  Cool for 2 minutes before removing to wire racks."", ""Repeat with remaining dough."", ""Note:  for another good and highly reviewed Neapolitan Cookie recipe, take a look at recipe number 47503."")",5
Shrimp Linguine,,PT0S,PT0S,Make and share this Shrimp Linguine recipe from Food.com.,character(0),Healthy,"""< 15 Mins""","c(""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""3"", ""1"", ""2"", ""1/4"")","c(""linguine"", ""reduced-sodium chicken broth"", ""fresh lemon juice"", ""bay leaf"", ""shrimp"", ""olive oil"", ""yellow onion"", ""garlic"", ""no-added-salt tomato paste"", ""fresh basil"", ""black pepper"")",4.5,11,398.2,5,,,,60.3,2.8,2.1,26.4,6,1,"c(""Cook linguine according to package directions, but do not add salt. Drain in a  colander."", ""Meanwhile, in a large skillet, combine broth, lemon juice, and bay  leaf."", ""Bring mixture to a boil over medium-high heat. Add shrimp; cook, covered,  until shrimp just turn pink, about 2 minutes."", ""Remove shrimp from skillet; cover  to keep warm."", ""Reserve poaching liquid."", ""In another skillet, heat oil over medium  heat. Add onion, garlic, and tomato paste; cook, stirring frequently, for 5  minutes."", 
""Add reserved poaching liquid; cook until mixture thickens slightly,  about 3 minutes."", ""Remove bay leaf."", ""Add shrimp to skillet. Cook, stirring  constantly, until heated through, about 1 minute. Stir in basil and pepper."", ""Place linguine on a serving platter."", ""Spoon sauce over top."", ""Serve immediately."", ""Shelly's cooking tip: To shell uncooked shrimp, start at the large end and peel away the shell."", ""The tail fin may or may not be left on the shrimp, depending on the desired effect http://members.xoom.com/shellyskit/index.htm Shelly's Kitchen We have 100+ recipes""
)",0
Cheese-Topped Vegetables,,PT0S,PT0S,Make and share this Cheese-Topped Vegetables recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/92/picE5VdYx.jpg""",Cauliflower,"c(""Vegetable"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Oven"")","c(""2"", ""2"", ""1"", ""1/2"", ""2"", ""1"", ""3/4"", ""1/4"", ""3/4"", ""1/8"")","c(""broccoli florets"", ""cauliflower florets"", ""carrot"", ""frozen green pea"", ""all-purpose flour"", ""skim milk"", ""reduced-sodium chicken broth"", ""low-fat cheddar cheese"", ""fresh ground black pepper"")",3,1,98.1,3,,,,11.2,2.4,2.9,7.8,6,1,"c(""Preheat oven to 400: F."", ""In a large saucepan, bring 2 quarts of water to a boil."", ""Add broccoli and cauliflower."", ""Cook for 3 minutes."", ""Add carrot and cook for 2  minutes."", ""Drain vegetables in a colander."", ""Place mixture in a 2 quart baking dish."", ""Stir in peas; set aside. To prepare the sauce, in a small saucepan, heat oil  over medium heat. Add flour; cook, stirring constantly, for 1 minute. Gradually  whisk in milk and broth."", ""Bring to a boil and cook, whisking frequently, for 3  minutes."", 
""Remove from heat. Stir in = cup of cheddar and the pepper."", ""Pour sauce  over vegeta bles; stir until coated."", ""Sprinkle remaining cheddar over top."", ""Bake  until cheese is bubbling, about 5 minutes."", ""Serve immediately."")",0
Italian Vegetable Pasta Bake,,PT0S,PT0S,Make and share this Italian Vegetable Pasta Bake recipe from Food.com.,character(0),Vegetable,"c(""European"", ""< 15 Mins"", ""Oven"")","c(""3"", ""27 1/2"", ""8"", ""2"", ""2"", ""2"", ""1/2"")","c(""mostaccioli pasta"", ""penne pasta"", ""mozzarella cheese"", ""mushrooms"", ""zucchini"", ""parmesan cheese"")",3.5,2,242.6,8.8,,,,27.1,1.9,2.3,14.1,8,1,"c(""Mix pasta sauce, 1 cup mozzarella, vegetables and 1/4 cup Parmesan."", ""Spoon into  13x9\"" baking dish."", ""Top with remaining mozzarella and remaining 1/4 cup Parmesan."", ""Bake at 350 degrees for 25 min."", ""or until heated through."", ""- - - - -  - - - - - - - - - - - - -"")",0
Ground Beef Stuffed Green Bell Peppers II - Oven or Crock Pot,,PT15M,PT15M,Make and share this Ground Beef Stuffed Green Bell Peppers II - Oven or Crock Pot recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/94/6wOqObZQWiq20YwdjINz_beef-rice-stuffed-peppers-7143.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/94/BAQM2tNKTISGdwuJFfP1_beef-rice-stuffed-peppers-7146.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/94/LZXHiGPnRVmeWOnzPa3l_beef-rice-stuffed-peppers-7140.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/94/ON2FLtohTCC6JSwqk4sX_stuffed-peppers.jpg""
)",White Rice,"c(""Rice"", ""Peppers"", ""Vegetable"", ""Meat"", ""< 15 Mins"", ""Oven"")","c(""1"", ""1"", ""1"", ""1 1/4"", ""1"", ""1"", ""4"", ""1/4"", )","c(""beef"", ""onion"", ""tomato sauce"", ""water"", ""white minute rice"", ""green peppers"", ""garlic powder"")",5,19,951.7,81.4,,,,41.6,6.9,14,15.7,4,1,"c(""Brown meat and onion in a large skillet on medium heat. Stir in 1 cup of the  tomato sauce, 1 cup of the water and salad dressing mix."", ""Bring to boil."", ""Stir in  rice, cover."", ""Remove from heat and let stand for 5 minutes."", ""Meanwhile cut tops  off peppers, remove seeds and cu in half."", ""Mix remaining tomato sauce, and water  in the bottom of a 9 x 13 baking disk."", ""Place peppers in dish."", ""Spoon meat mixture into peppers, cover with foil."", ""Bake at 400 for 35-40 minutes."", ""Spoon sauce over peppers before serving."", 
""Crockpot Stuffed Peppers Ready In: 7 - 9 hours Servings: 4 8 small green and/or red -peppers (tops removed and -seeded) 1 10 oz. pkg. frozen corn 1 lb Ground chuck (browned and -drained) 1 8 oz. can tomato sauce 1/4 tsp Salt 1/2 tsp Garlic salt 1/4 tsp Pepper 1 cup Shredded cheese (I use -Cheddar or Swiss) 1/2 tsp Worcestershire sauce 1/4 cup Chopped onion 2 Tbsp Ketchup."", ""Wash peppers and drain Combine all remaining ingredients except ketchup in mixing bowl."", ""Stir well."", ""Stuff peppers 2/3 full."", 
""Pour 3 Tbsp of water in crock  pot. Arrange stuffed peppers in crock pot. Pour ketchup over top of peppers."", ""Cover and cook on low 7-9 hours or high 3-4 hours."")",0
Better Than Sex Cake IIi,,PT15M,PT50M,"It is my understanding that there are a variety of recipes masquerading under this me, but this is the one that my friends like most.  Overnight chilling not included in preparation time.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/95/D5E6BDn3R0yE7h2LSh6r_BTSC%205%20-%20fil%202.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/95/2LX3QKxRTLhnKB1yvobh_Screenshot_2014-11-03-21-51-30~2.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/95/wuHbjkf0SfaFyINyCeit_BTSC%206%20-%20fil%203.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/95/picKTT4tW.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/95/picy8Byt9.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/95/picB1hrw8.jpg"")",Dessert,"c(""< 60 Mins"", ""For Large Groups"", ""Oven"", ""Easy"")","c(""1"", ""1 1/3"", ""1/2"", ""3"", ""1"", ""1"", ""8"", ""2"")","c(""water"", ""eggs"", ""sweetened condensed milk"")",5,131,322.2,13.3,,,,50.1,0.9,20.1,4.3,24,1,"c(""Preheat oven to 350°F."", ""Grease and lightly flour 13\"" x 9\"" cake pan."", ""Mix cake as directed on package."", ""Bake the cake about 35 minutes or until it tests done."", ""As soon as it comes out of the oven, poke holes all over it with a fork (I actually use a small diameter chop stick) and pour sweetened condensed milk evenly over the cake, followed by caramel sauce (microwaved about one minute until warm and easily pourable - I use only about 10 oz of the jar)."", ""Refrigerate overnight."", ""Shortly before serving, spread whipped topping over cake and sprinkle with crushed Heath bars (or bits)."", 
""Enjoy."")",35
Potato Soup,,PT0S,PT40M,"I got this potato soup recipe from my mother in law. We absolutely love it and it is very simple.You can, of course, decrease the cheese amount. I also add broccoli, carrots, corn, peas or any combition of those when I am in the mood. Very delicious, yet simple, soup.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/mm9FjrGJS6mhQ5tBdPnF_DSC_0268.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/01484179255.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/01478652527.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/f3pp0KiPTXSp0uJvQcKT_DSC_0271.JPG"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/pSUjyR8zTvFZLzC15UKt_DSC_0264.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/pic8lxzP8.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/pic7jKNfw.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/piccuTKtl.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/picnQvD7S.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/pickL7pto.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/piceFruDN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/picFrLuX7.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/pic9qwfgD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/pic4SKkx4.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/35/96/picxg4LmF.jpg"")",Potato,"c(""Vegetable"", ""< 60 Mins"")","c(""6 -8"", ""1/4"", ""1/2"", ""6"", ""2"", ""1/2"", ""1/4"", ""1/2"")","c(""potatoes"", ""butter"", ""flour"", ""milk"", ""chicken bouillon"", ""salt"", ""pepper"", ""cheddar cheese"")",5,203,868.2,44.2,,,,85.6,7.5,2.9,34.4,4,1,"c(""Peel, cube, boil, drain and \""mush\"" potatoes to the consistency you like (I like them lumpy, but my kids like smaller pieces)."", ""In separate pan, melt butter, add flour and cook while stirring for about a minute or so."", ""Add half the milk and stir until lumps are out of flour mixture."", ""Add remaining milk and on med-high heat, heat to a boil."", ""Stir almost constantly or it will scorch."", ""After boiling, turn heat off and add remaining ingredients."")",40
